E,I,I2
0.60272,0.18494,3.16406
0.60272,0.18097,3.15033
0.60272,0.18036,3.14117
0.6015,0.17792,3.12958
0.6012,0.17639,3.11401
0.60059,0.17303,3.09357
0.59937,0.17059,3.08838
0.59937,0.16937,3.07373
0.59967,0.16724,3.04474
0.59814,0.16357,3.02551
0.59753,0.16205,3.01117
0.59662,0.15991,2.99469
0.59723,0.15808,2.98279
0.59692,0.15564,2.96997
0.59662,0.15289,2.95074
0.59509,0.15015,2.9303
0.59418,0.14923,2.91473
0.59418,0.14618,2.89276
0.59418,0.14404,2.87079
0.59357,0.14099,2.85095
0.59357,0.13977,2.83325
0.59235,0.13733,2.80609
0.59143,0.13519,2.78229
0.59113,0.13275,2.75696
0.59082,0.13031,2.73773
0.59082,0.12909,2.71057
0.59052,0.12726,2.68768
0.5896,0.12482,2.66785
0.58838,0.12177,2.63794
0.58868,0.12024,2.61383
0.58838,0.11841,2.58514
0.58746,0.11627,2.56561
0.58716,0.11475,2.53174
0.58624,0.11261,2.49481
0.58655,0.11017,2.47498
0.58502,0.10834,2.44537
0.58502,0.10651,2.42096
0.5838,0.10498,2.3938
0.58411,0.10162,2.37457
0.58319,0.10223,2.34833
0.58197,0.09979,2.32208
0.58258,0.09796,2.30042
0.58136,0.09644,2.27875
0.58167,0.09491,2.24426
0.58105,0.09247,2.22168
0.58044,0.09155,2.20093
0.57983,0.08911,2.17102
0.57983,0.08789,2.1463
0.57831,0.08575,2.11853
0.57831,0.08545,2.09808
0.57831,0.08362,2.06665
0.57739,0.08301,2.03796
0.57678,0.08118,2.01813
0.57617,0.07935,1.99615
0.57587,0.07782,1.97205
0.57495,0.0769,1.95007
0.57465,0.07507,1.93085
0.57495,0.07416,1.90125
0.57404,0.07294,1.87378
0.57281,0.07294,1.85699
0.57312,0.0705,1.83472
0.57251,0.06989,1.80817
0.57129,0.06714,1.78558
0.57129,0.06714,1.76514
0.57129,0.065,1.74164
0.56976,0.0647,1.71875
0.56946,0.06317,1.69373
0.56915,0.06195,1.67908
0.56946,0.06042,1.6571
0.56824,0.06195,1.63513
0.56793,0.0589,1.61469
0.56732,0.05768,1.59576
0.56702,0.05646,1.57318
0.5661,0.05524,1.5506
0.5658,0.05524,1.53198
0.5658,0.05402,1.51031
0.56488,0.0528,1.48773
0.56458,0.05157,1.46759
0.56335,0.05157,1.45508
0.56335,0.05096,1.43311
0.56244,0.04974,1.41479
0.56244,0.04852,1.39771
0.56183,0.047,1.37939
0.56091,0.04639,1.3623
0.56061,0.04639,1.34216
0.56,0.04547,1.3266
0.55939,0.04456,1.30463
0.55847,0.04425,1.28723
0.55908,0.04303,1.26617
0.55847,0.04272,1.26007
0.55817,0.04211,1.23566
0.55756,0.04028,1.22375
0.55634,0.03906,1.20636
0.55695,0.03937,1.19263
0.55664,0.03906,1.1734
0.55542,0.03754,1.15417
0.5542,0.03754,1.13739
0.5545,0.03601,1.12427
0.55359,0.03662,1.10992
0.55359,0.03448,1.09955
0.55267,0.03479,1.08948
0.55176,0.03357,1.07391
0.55237,0.03357,1.05774
0.55145,0.03326,1.04279
0.55115,0.03204,1.03729
0.55023,0.03174,1.0202
0.54993,0.03143,1.0083
0.54901,0.03052,0.99548
0.54932,0.03052,0.98236
0.54901,0.02991,0.96619
0.5481,0.02991,0.94971
0.54779,0.0293,0.93994
0.54626,0.02808,0.92773
0.54565,0.02777,0.91492
0.54504,0.02899,0.90302
0.54504,0.02625,0.89417
0.54413,0.02625,0.88165
0.54352,0.02563,0.86761
0.54321,0.02594,0.85785
0.54352,0.02533,0.84808
0.5423,0.02533,0.83313
0.5426,0.02411,0.82245
0.54169,0.02441,0.81421
0.54138,0.02319,0.80414
0.54077,0.0235,0.79224
0.54047,0.02228,0.7785
0.53925,0.02289,0.77332
0.53955,0.02136,0.76111
0.53864,0.02197,0.75226
0.53833,0.02106,0.74005
0.53772,0.02258,0.73853
0.53802,0.01953,0.72388
0.5365,0.02014,0.71167
0.53619,0.02136,0.69824
0.5365,0.02014,0.69824
0.53497,0.01953,0.68329
0.53436,0.01984,0.67383
0.53467,0.02014,0.66772
0.53406,0.01862,0.66071
0.53375,0.01892,0.64758
0.53314,0.0177,0.6369
0.53253,0.01831,0.62866
0.53192,0.01709,0.62225
0.53131,0.01678,0.61401
0.5304,0.01648,0.60669
0.5304,0.0174,0.6012
0.52917,0.01587,0.59296
0.52917,0.0174,0.5838
0.52856,0.01587,0.57373
0.52887,0.01648,0.5719
0.52887,0.01526,0.56244
0.52765,0.01556,0.55206
0.52734,0.01526,0.54626
0.52612,0.01587,0.54535
0.52582,0.01434,0.53619
0.52429,0.01373,0.52734
0.5246,0.01434,0.51788
0.5246,0.01495,0.51819
0.52368,0.01373,0.50842
0.52429,0.01465,0.5011
0.52307,0.01373,0.49316
0.52277,0.01434,0.49438
0.52185,0.01343,0.48462
0.52155,0.01312,0.47638
0.52124,0.01221,0.46753
0.52032,0.01282,0.46722
0.51971,0.01282,0.45776
0.5188,0.01312,0.45166
0.51849,0.0119,0.44617
0.51849,0.01282,0.44556
0.51727,0.01129,0.43488
0.51788,0.01282,0.42969
0.51666,0.01129,0.42572
0.51575,0.01251,0.4245
0.51544,0.01099,0.41626
0.51514,0.01129,0.40985
0.51453,0.01129,0.40466
0.51422,0.0119,0.40558
0.51453,0.0119,0.39581
0.51361,0.01099,0.3891
0.513,0.01068,0.38208
0.51331,0.01129,0.38696
0.51025,0.00946,0.36011
0.50964,0.01038,0.354
0.50842,0.01099,0.34882
0.50781,0.01038,0.35126
0.50751,0.01007,0.34241
0.5072,0.00946,0.33997
0.50629,0.01007,0.33295
0.5069,0.00977,0.33386
0.50568,0.00977,0.3299
0.50507,0.00977,0.32684
0.50476,0.01007,0.32135
0.50446,0.00946,0.32043
0.50385,0.00824,0.31616
0.50354,0.00916,0.3125
0.50293,0.00977,0.30762
0.50232,0.00916,0.30304
0.5014,0.00854,0.30701
0.5011,0.00916,0.30182
0.50018,0.00885,0.29449
0.50079,0.00854,0.29083
0.49927,0.00885,0.29297
0.49927,0.00916,0.28778
0.49896,0.00885,0.2832
0.49774,0.00854,0.27924
0.49774,0.00793,0.27924
0.49774,0.00854,0.27466
0.49652,0.00824,0.27252
0.49683,0.00793,0.26855
0.49591,0.00824,0.26764
0.49438,0.00854,0.26703
0.49469,0.00824,0.26245
0.49408,0.00793,0.25909
0.49377,0.00793,0.25909
0.49347,0.00824,0.25787
0.49286,0.00824,0.25269
0.49286,0.00671,0.24994
0.49133,0.00793,0.24475
0.49164,0.00671,0.25116
0.49072,0.00824,0.24567
0.49011,0.00702,0.24414
0.49011,0.00732,0.23956
0.4895,0.0058,0.24261
0.48828,0.00763,0.23682
0.48828,0.00641,0.23376
0.48767,0.00732,0.23041
0.48706,0.0061,0.23376
0.48676,0.0061,0.22888
0.48615,0.00671,0.22552
0.48615,0.00732,0.22186
0.48523,0.00671,0.22095
0.48492,0.00702,0.22003
0.48523,0.0058,0.21667
0.4837,0.00763,0.21423
0.48309,0.00702,0.21423
0.48279,0.00732,0.21423
0.48248,0.00641,0.20905
0.48157,0.0061,0.20996
0.48096,0.0058,0.2066
0.48065,0.0061,0.20721
0.48065,0.0061,0.2005
0.47974,0.00793,0.20142
0.47943,0.0061,0.20111
0.47882,0.00641,0.20172
0.47852,0.00519,0.19806
0.47729,0.00671,0.1944
0.4776,0.00488,0.19196
0.47668,0.00671,0.19714
0.47638,0.0058,0.19104
0.47546,0.0061,0.18921
0.47485,0.00488,0.18311
0.47485,0.00549,0.1889
0.47455,0.00519,0.18524
0.47363,0.0061,0.18311
0.47333,0.0058,0.18097
0.47302,0.0058,0.18066
0.47241,0.00488,0.18036
0.4718,0.0058,0.17944
0.47119,0.00488,0.17578
0.47058,0.00549,0.17334
0.47119,0.0061,0.17975
0.46967,0.00519,0.17822
0.46936,0.00488,0.17181
0.46844,0.00458,0.16907
0.46936,0.00488,0.16907
0.46722,0.00427,0.16876
0.46692,0.00458,0.16663
0.46753,0.00458,0.16541
0.46661,0.00549,0.16541
0.46539,0.00488,0.16785
0.466,0.00427,0.16449
0.46417,0.00427,0.16083
0.46417,0.00519,0.15808
0.46356,0.00458,0.16205
0.46356,0.00458,0.15686
0.46204,0.00427,0.15656
0.46326,0.00458,0.15411
0.46173,0.00336,0.15594
0.46082,0.00519,0.15961
0.46112,0.00397,0.15503
0.46082,0.00427,0.15259
0.4599,0.00427,0.15045
0.45868,0.00458,0.15289
0.45868,0.00336,0.14954
0.45807,0.00427,0.1474
0.45776,0.00366,0.14526
0.45715,0.00427,0.14587
0.45685,0.00305,0.14862
0.45624,0.00427,0.14618
0.45502,0.00336,0.14282
0.45563,0.00305,0.14008
0.45502,0.00397,0.1416
0.4538,0.00458,0.1416
0.45349,0.00336,0.13824
0.45258,0.00305,0.13702
0.45288,0.00275,0.13763
0.45227,0.00366,0.14008
0.45197,0.00336,0.13794
0.45227,0.00305,0.13519
0.45013,0.00336,0.13397
0.44983,0.00336,0.13672
0.44983,0.00336,0.13519
0.44891,0.00336,0.13428
0.44891,0.00336,0.13062
0.44769,0.00366,0.13245
0.44739,0.00366,0.13275
0.44769,0.00305,0.13092
0.44617,0.00275,0.12878
0.44586,0.00305,0.12756
0.44586,0.00336,0.13306
0.44525,0.00305,0.12848
0.44525,0.00275,0.12543
0.44342,0.00305,0.12482
0.44373,0.00305,0.12512
0.4425,0.00214,0.12634
0.44281,0.00275,0.12329
0.4425,0.00244,0.12177
0.44037,0.00275,0.11719
0.44098,0.00275,0.12451
0.44098,0.00305,0.12177
0.43945,0.00214,0.11932
0.43945,0.00336,0.11841
0.43945,0.00244,0.11749
0.43945,0.00305,0.1178
0.43762,0.00183,0.1178
0.43823,0.00305,0.11505
0.43732,0.00275,0.11566
0.43671,0.00305,0.1181
0.4364,0.00183,0.11414
0.43579,0.00275,0.11139
0.43457,0.00275,0.11108
0.43457,0.00336,0.11536
0.43427,0.00214,0.11139
0.43335,0.00244,0.11108
0.43335,0.00214,0.10803
0.43274,0.00214,0.10986
0.43243,0.00214,0.11108
0.43121,0.00244,0.10834
0.4306,0.00183,0.10651
0.4303,0.00336,0.10468
0.42999,0.00275,0.10956
0.42969,0.00305,0.10681
0.42816,0.00153,0.10284
0.42877,0.00183,0.10437
0.42786,0.00153,0.10498
0.42755,0.00305,0.10956
0.42694,0.00214,0.10284
0.42664,0.00153,0.10254
0.42603,0.00153,0.09979
0.42633,0.00153,0.10254
0.42511,0.00183,0.10132
0.42511,0.00092,0.10132
0.42419,0.00153,0.09735
0.42328,0.00244,0.09613
0.42297,0.00214,0.10254
0.42297,0.00275,0.09857
0.42206,0.00153,0.09613
0.42145,0.00214,0.09521
0.42145,0.00183,0.09613
0.42053,0.00092,0.09949
0.42023,0.00153,0.09705
0.41962,0.00061,0.09796
0.41901,0.00122,0.0946
0.41901,0.00122,0.09979
0.41748,0.00153,0.09491
0.41809,0.00183,0.09491
0.41748,0.00244,0.09216
0.41687,0.00031,0.09583
0.41595,0.00183,0.09674
0.41534,0.00214,0.09338
0.41595,0.00183,0.09064
0.41473,0.00153,0.08942
0.41443,0.00061,0.09003
0.41412,0.00153,0.09247
0.4129,0.00153,0.08881
0.41321,0.00153,0.08881
0.41229,0.00031,0.08606
0.40955,0.00092,0.08972
0.40771,0.00061,0.08667
0.40833,0.00153,0.08484
0.40741,0.00122,0.08362
0.40771,0.00092,0.08392
0.40649,0.00092,0.08514
0.40558,0.00122,0.08392
0.40558,0.00183,0.08179
0.40527,0.00061,0.07935
0.40436,0,0.08728
0.40375,0.00153,0.08118
0.40405,0.00092,0.08148
0.40283,0.00183,0.08026
0.40283,0.00122,0.08362
0.40222,0.00061,0.08301
0.40192,0.00122,0.08057
0.4007,0.00214,0.07935
0.4007,0,0.08087
0.40039,0.00153,0.08087
0.39948,0,0.08057
0.39886,0.00122,0.07751
0.39948,0.00061,0.07507
0.39764,0.00153,0.07996
0.39734,0.00061,0.07782
0.39612,0,0.07629
0.39642,0.00092,0.07416
0.39642,0.00153,0.07629
0.39581,0.00092,0.07751
0.3952,0.00153,0.0769
0.3949,0.00092,0.07629
0.39398,0.00153,0.0769
0.39368,0.00031,0.08118
0.39337,0.00061,0.07538
0.39307,0.00061,0.07355
0.39215,0.00122,0.07416
0.39154,0.00061,0.07416
0.39093,0.00183,0.07629
0.39063,0.00122,0.07355
0.39032,0.00122,0.07233
0.38971,0,0.07416
0.38879,0.00061,0.0769
0.3894,-0.00061,0.07385
0.38818,0.00031,0.07141
0.38727,0.00122,0.07141
0.38757,0.00031,0.07416
0.38666,0.00122,0.07202
0.38574,0.00061,0.07172
0.38544,0.00031,0.06989
0.38544,0,0.07233
0.38452,0.00061,0.07416
0.38422,0.00031,0.07202
0.3833,0.00031,0.06897
0.3833,0.00122,0.06897
0.38208,0.00061,0.07294
0.38177,0,0.0705
0.38177,0.00092,0.06866
0.38147,0.00092,0.06683
0.38025,0.00031,0.06958
0.38025,-0.00092,0.07111
0.37994,0.00092,0.0705
0.37811,0.00031,0.06958
0.37842,0.00061,0.06836
0.37781,0,0.0705
0.3775,0.00092,0.06836
0.37689,0.00031,0.06653
0.37659,0.00061,0.06622
0.37598,0.00061,0.06683
0.37567,0.00092,0.06836
0.37567,0,0.06622
0.37506,0.00092,0.065
0.37384,0,0.0647
0.37354,0.00153,0.06836
0.37384,-0.00031,0.06439
0.37292,0,0.06531
0.37231,-0.00061,0.06287
0.3717,0,0.0647
0.3714,0.00031,0.06744
0.37109,0.00153,0.06622
0.37048,0,0.06226
0.36926,0.00061,0.06104
0.36987,-0.00061,0.06195
0.36896,0.00153,0.06409
0.36835,-0.00061,0.06165
0.36774,0.00031,0.06165
0.36743,0.00061,0.06409
0.36591,0.00061,0.06683
0.36652,-0.00031,0.06226
0.36499,0.00061,0.06195
0.36591,0.00031,0.06012
0.36469,0.00031,0.06531
0.36438,-0.00061,0.06042
0.36407,0.00061,0.06042
0.36438,0,0.0592
0.36224,0,0.06195
0.36194,0,0.06073
0.36224,-0.00031,0.05981
0.36102,-0.00092,0.05798
0.36072,0.00031,0.06042
0.36072,0.00031,0.06134
0.3598,0,0.06134
0.35919,-0.00061,0.05829
0.35889,0,0.0589
0.35797,0.00061,0.06104
0.35767,0,0.05981
0.35767,0.00061,0.05707
0.35675,0.00031,0.05707
0.35675,0.00122,0.05737
0.35522,-0.00031,0.05646
0.35522,0.00122,0.05615
0.35492,0.00092,0.05707
0.35431,0.00031,0.05676
0.35339,-0.00061,0.05859
0.3537,0.00092,0.05646
0.35339,0.00122,0.05676
0.35217,-0.00061,0.0531
0.35156,-0.00031,0.05951
0.35126,0.00031,0.05615
0.35065,0.00031,0.05585
0.35004,0.00061,0.05646
0.34973,-0.00061,0.05524
0.34912,0.00031,0.05524
0.34882,-0.00031,0.05585
0.34821,0.00031,0.05493
0.3479,-0.00061,0.05554
0.3479,0.00031,0.05554
0.34668,-0.00061,0.05707
0.34637,0.00061,0.05463
0.34576,0,0.05249
0.34454,0.00031,0.05615
0.34454,-0.00061,0.05341
0.34393,0.00031,0.05371
0.34363,-0.00092,0.0531
0.34302,0.00031,0.05371
0.34241,-0.00061,0.05341
0.3421,0.00031,0.05341
0.3421,-0.00092,0.05371
0.34119,0,0.05341
0.34027,0.00031,0.05402
0.34058,0.00061,0.0528
0.33905,-0.00061,0.05219
0.33905,-0.00061,0.05219
0.33875,-0.00153,0.05463
0.33783,0.00031,0.05188
0.33691,-0.00092,0.05127
0.33722,0,0.05188
0.33661,-0.00122,0.05188
0.3363,0.00092,0.05157
0.33539,-0.00061,0.05096
0.33539,0,0.05096
0.33478,-0.00061,0.05066
0.33417,-0.00031,0.05249
0.33356,0.00031,0.05127
0.33295,0,0.05157
0.33234,-0.00092,0.05005
0.33203,0.00092,0.05249
0.33173,-0.00061,0.04944
0.33112,0.00031,0.05219
0.33112,-0.00031,0.04974
0.33112,-0.00122,0.05035
0.32898,0,0.05219
0.32928,0,0.05127
0.32928,-0.00031,0.04883
0.32867,-0.00061,0.04852
0.32806,0,0.04883
0.32745,-0.00031,0.04974
0.32684,-0.00092,0.04944
0.32562,0.00092,0.05066
0.32593,-0.00061,0.05096
0.32532,0.00061,0.05066
0.3241,-0.00031,0.04974
0.3244,-0.00061,0.05096
0.32349,0.00061,0.04974
0.32318,-0.00061,0.05066
0.32288,0.00061,0.05005
0.32257,0.00061,0.05035
0.32196,-0.00031,0.05005
0.32135,0,0.05127
0.32074,0,0.04852
0.32013,-0.00061,0.047
0.31982,0.00092,0.04883
0.31952,0.00031,0.05005
0.31891,0.00031,0.04883
0.3183,-0.00031,0.04852
0.3183,0,0.05035
0.31769,0.00031,0.04822
0.31647,0,0.05005
0.31647,0,0.04852
0.31616,0,0.05005
0.31555,-0.00183,0.04822
0.31464,0.00122,0.0473
0.31464,-0.00061,0.04669
0.31311,-0.00031,0.05005
0.31311,-0.00031,0.047
0.3125,0.00031,0.04883
0.31219,-0.00122,0.04669
0.30945,0,0.04852
0.30853,-0.00092,0.0473
0.30731,-0.00061,0.04822
0.30731,-0.00153,0.0473
0.30701,0.00061,0.04669
0.30609,-0.00122,0.04547
0.30548,0.00122,0.04913
0.30487,-0.00061,0.04669
0.30457,0.00061,0.047
0.30334,-0.00061,0.04517
0.30396,0,0.04883
0.30365,-0.00061,0.04639
0.30243,0,0.047
0.30243,-0.00092,0.04456
0.30182,0,0.04822
0.30121,-0.00092,0.04547
0.3006,0.00031,0.04883
0.30029,-0.00153,0.04364
0.29877,-0.00031,0.04791
0.29907,-0.00092,0.04517
0.29877,0,0.04791
0.29816,-0.00092,0.04517
0.29755,-0.00061,0.04852
0.29663,-0.00031,0.04639
0.29633,0.00031,0.04639
0.29602,-0.00061,0.04547
0.29449,-0.00031,0.04761
0.2948,0.00122,0.04486
0.29449,-0.00061,0.04639
0.29449,-0.00061,0.04456
0.29419,-0.00061,0.04852
0.29388,0.00031,0.04486
0.29266,-0.00092,0.04547
0.29175,0,0.04486
0.29205,-0.00092,0.04639
0.29114,0,0.04425
0.29083,-0.00061,0.04333
0.29022,0,0.04456
0.28961,0,0.04639
0.289,0.00031,0.04486
0.28839,-0.00031,0.04364
0.289,0.00061,0.04547
0.28748,0,0.04608
0.28687,0,0.04669
0.28656,-0.00122,0.04669
0.28656,0,0.04669
0.28534,-0.00122,0.04456
0.28534,0,0.04547
0.28473,-0.00122,0.04456
0.28381,0,0.047
0.28351,-0.00092,0.04486
0.28351,0.00061,0.04547
0.28229,-0.00092,0.04333
0.28229,-0.00122,0.04639
0.28168,-0.00092,0.04456
0.28076,0.00061,0.04395
0.28046,-0.00153,0.04517
0.28015,0.00031,0.04791
0.27924,-0.00031,0.04486
0.27954,0,0.04364
0.27863,0,0.04456
0.27802,0.00031,0.04486
0.2774,-0.00122,0.04364
0.2774,-0.00031,0.04242
0.2771,0,0.04547
0.27588,0.00031,0.04578
0.27588,-0.00061,0.04456
0.27527,0.00031,0.04486
0.27405,-0.00061,0.047
0.27374,-0.00031,0.04517
0.27405,0.00031,0.04242
0.27374,-0.00031,0.04456
0.27313,-0.00061,0.047
0.27222,-0.00031,0.04486
0.2713,-0.00122,0.04395
0.2713,0,0.04578
0.27039,-0.00092,0.04517
0.26978,-0.00092,0.04333
0.26978,0,0.04272
0.26947,-0.00092,0.04517
0.26855,-0.00031,0.04333
0.26855,0,0.04425
0.26794,0,0.04181
0.26764,0,0.04669
0.26703,0.00031,0.04395
0.26611,0.00031,0.04364
0.2652,-0.00092,0.04333
0.26459,0,0.04517
0.26459,-0.00061,0.04303
0.26428,-0.00061,0.04242
0.26428,0,0.04303
0.26337,-0.00183,0.04456
0.26215,0,0.04333
0.26245,0,0.04333
0.26123,-0.00031,0.04395
0.26184,-0.00061,0.04517
0.26093,-0.00183,0.04395
0.26031,-0.00031,0.04486
0.26062,0,0.04974
0.2597,-0.00092,0.04486
0.25879,-0.00061,0.04364
0.25818,-0.00092,0.04456
0.25787,0,0.04608
0.25604,-0.00061,0.04364
0.25665,0,0.04272
0.25604,-0.00122,0.04395
0.25635,-0.00122,0.04608
0.25452,-0.00031,0.04456
0.25513,-0.00092,0.04333
0.25452,-0.00061,0.04639
0.25391,-0.00061,0.04303
0.25299,0,0.04364
0.2533,0.00031,0.04181
0.25177,0,0.04608
0.25116,0,0.04425
0.25177,-0.00153,0.04395
0.25085,-0.00061,0.04395
0.24994,-0.00031,0.04242
0.24963,0.00031,0.04211
0.24963,-0.00092,0.04181
0.24841,-0.00061,0.04395
0.2478,-0.00153,0.04181
0.2475,0.00061,0.04333
0.24689,0,0.04181
0.24689,0.00061,0.047
0.24658,-0.00061,0.04303
0.24628,-0.00031,0.04333
0.24445,-0.00031,0.0415
0.24536,-0.00061,0.04578
0.24445,-0.00092,0.04333
0.24292,0,0.04364
0.24323,-0.00183,0.04303
0.24231,0.00031,0.04608
0.24261,-0.00092,0.04303
0.2417,0,0.04242
0.24139,-0.00061,0.0412
0.24048,-0.00061,0.04456
0.24048,-0.00061,0.0415
0.24017,-0.00092,0.04181
0.23956,-0.00092,0.04303
0.23895,-0.00061,0.04333
0.23834,-0.00031,0.0415
0.23834,0,0.04089
0.23773,-0.00122,0.04181
0.23712,-0.00031,0.04395
0.23682,-0.00183,0.0412
0.23529,-0.00031,0.04059
0.23499,-0.00031,0.04059
0.23529,-0.00061,0.04333
0.23468,-0.00031,0.04211
0.23407,0,0.04211
0.23346,0.00031,0.04303
0.23224,-0.00061,0.04578
0.23224,-0.00122,0.04272
0.23132,-0.00061,0.04272
0.23071,-0.00092,0.04272
0.23041,0.00031,0.0473
0.2301,-0.00031,0.04211
0.22888,-0.00061,0.04211
0.22949,0,0.0415
0.22949,0,0.04578
0.22766,-0.00031,0.04089
0.22797,-0.00092,0.04181
0.22736,-0.00061,0.04059
0.22675,-0.00031,0.04211
0.22644,-0.00031,0.04211
0.22583,-0.00061,0.0412
0.22491,-0.00061,0.04059
0.2243,-0.00092,0.04272
0.22461,0,0.04333
0.224,-0.00153,0.04303
0.22308,0,0.04211
0.22247,-0.00122,0.04211
0.22217,-0.00061,0.04456
0.22156,-0.00092,0.04089
0.22156,-0.00031,0.04089
0.22095,-0.00092,0.03998
0.22034,-0.00031,0.04242
0.21942,-0.00092,0.04272
0.21881,0.00031,0.0415
0.21881,-0.00183,0.03998
0.2179,0.00031,0.04089
0.21759,-0.00122,0.04028
0.21729,-0.00092,0.0415
0.21698,-0.00092,0.04028
0.21576,-0.00092,0.0412
0.21576,-0.00031,0.03967
0.21515,-0.00061,0.04303
0.21484,-0.00153,0.03967
0.21484,0.00061,0.0415
0.21362,-0.00092,0.03998
0.21393,-0.00092,0.0415
0.2124,-0.00122,0.04333
0.2124,0,0.04089
0.21149,-0.00092,0.04028
0.21118,-0.00092,0.0412
0.20844,-0.00122,0.04333
0.20721,-0.00061,0.04089
0.20782,-0.00061,0.03998
0.20691,-0.00061,0.03906
0.20599,0,0.04211
0.20599,-0.00122,0.0412
0.20569,0,0.04181
0.20538,0,0.03998
0.20477,-0.00061,0.04028
0.20416,-0.00061,0.04242
0.20264,-0.00031,0.04242
0.20294,0,0.0412
0.20264,-0.00092,0.04089
0.20172,-0.00122,0.04211
0.20081,-0.00153,0.04272
0.19958,0.00031,0.04089
0.2005,-0.00092,0.03906
0.19958,-0.00031,0.03998
0.19897,-0.00153,0.03998
0.19897,-0.00031,0.0412
0.19836,-0.00092,0.03998
0.19745,-0.00061,0.04028
0.19775,-0.00031,0.03845
0.19714,-0.00092,0.03906
0.19653,-0.00122,0.04028
0.19531,-0.00061,0.04089
0.19562,-0.00031,0.03906
0.19531,-0.00092,0.03906
0.19409,-0.00183,0.03998
0.19348,-0.00061,0.04059
0.19348,-0.00061,0.03998
0.19287,-0.00031,0.03937
0.19257,-0.00092,0.03876
0.19135,-0.00122,0.04181
0.19135,-0.00153,0.03967
0.19104,0,0.04089
0.19043,-0.00122,0.03906
0.18951,0,0.0412
0.1889,-0.00122,0.0412
0.18921,0.00031,0.04181
0.18829,-0.00092,0.03937
0.18768,-0.00031,0.04028
0.18707,-0.00092,0.03967
0.18707,0,0.04089
0.18707,-0.00031,0.04059
0.18524,-0.00092,0.0412
0.18555,-0.00183,0.03876
0.18433,-0.00031,0.04364
0.18402,-0.00061,0.0412
0.18372,0,0.0412
0.18341,-0.00061,0.03937
0.18219,-0.00031,0.04089
0.18188,-0.00122,0.04242
0.18188,-0.00061,0.04059
0.18127,-0.00122,0.04059
0.18066,0,0.04059
0.17975,-0.00122,0.0415
0.18005,-0.00122,0.0412
0.17914,-0.00153,0.04089
0.17883,-0.00061,0.04028
0.17822,-0.00122,0.04059
0.177,0,0.04333
0.17731,-0.00061,0.04089
0.17639,-0.00031,0.04059
0.17639,-0.00061,0.03937
0.17609,-0.00122,0.03967
0.17578,-0.00061,0.04089
0.17456,-0.00153,0.03937
0.17365,0,0.04028
0.17395,0,0.03967
0.17242,-0.00061,0.04181
0.17242,-0.00092,0.0412
0.17181,-0.00061,0.04028
0.17212,-0.00031,0.04028
0.1709,-0.00061,0.03998
0.17029,-0.00122,0.04272
0.17059,-0.00061,0.04059
0.16907,-0.00122,0.04059
0.16907,0,0.03937
0.16846,-0.00061,0.0415
0.16815,0.00031,0.04181
0.16815,-0.00092,0.04089
0.16693,0,0.04028
0.16632,-0.00183,0.04028
0.16632,0,0.04242
0.16602,-0.00061,0.0412
0.1651,-0.00031,0.04059
0.1651,-0.00092,0.03998
0.16357,-0.00061,0.0412
0.16388,-0.00122,0.0412
0.16266,0,0.0412
0.16266,-0.00214,0.03967
0.16235,0,0.04028
0.16174,-0.00092,0.04242
0.16144,-0.00031,0.0412
0.16083,-0.00122,0.04089
0.16022,-0.00061,0.03876
0.15961,-0.00092,0.03906
0.1593,0.00061,0.03937
0.15839,-0.00092,0.03998
0.15808,-0.00061,0.03906
0.15839,0.00031,0.03815
0.15656,0.00061,0.04272
0.15717,-0.00153,0.0415
0.15625,-0.00061,0.04089
0.15564,-0.00244,0.04028
0.15503,-0.00061,0.04211
0.15472,-0.00122,0.04303
0.15381,-0.00153,0.04028
0.1535,-0.00183,0.03998
0.1532,-0.00061,0.03998
0.1532,-0.00153,0.04181
0.15228,-0.00061,0.04272
0.15106,-0.00183,0.04059
0.15076,-0.00061,0.03967
0.15076,-0.00122,0.03998
0.14954,-0.00061,0.04425
0.14984,-0.00183,0.04181
0.14893,-0.00153,0.0412
0.14832,-0.00092,0.03906
0.14801,-0.00061,0.04272
0.14771,-0.00092,0.04211
0.14709,-0.00061,0.0415
0.14679,-0.00092,0.03998
0.14648,-0.00122,0.04211
0.14526,-0.00061,0.04333
0.14496,-0.00092,0.0415
0.14404,0,0.04028
0.14404,-0.00061,0.03998
0.14282,-0.00061,0.0415
0.14282,-0.00122,0.04181
0.14313,-0.00122,0.04028
0.14252,-0.00122,0.03998
0.14191,-0.00061,0.03876
0.14069,-0.00122,0.04425
0.14038,-0.00061,0.0415
0.14038,-0.00031,0.04211
0.13947,-0.00031,0.03998
0.13916,-0.00061,0.0415
0.13885,-0.00061,0.04272
0.13794,-0.00061,0.0412
0.13702,-0.00092,0.03967
0.13733,0,0.03937
0.13702,-0.00092,0.04211
0.13611,-0.00092,0.04181
0.1355,0,0.04028
0.13519,-0.00092,0.03998
0.13397,-0.00092,0.04089
0.13458,-0.00122,0.04242
0.13397,0,0.04028
0.13306,-0.00031,0.04028
0.13306,-0.00061,0.03906
0.13214,-0.00122,0.04211
0.13123,-0.00061,0.04242
0.13153,-0.00061,0.04089
0.13092,-0.00092,0.04028
0.13,-0.00092,0.03967
0.12939,-0.00122,0.04364
0.12909,-0.00092,0.0415
0.12909,-0.00061,0.04059
0.12817,-0.00153,0.03906
0.12756,0,0.04059
0.12756,-0.00122,0.04181
